release_time,title,event_family,catalyst_category,country,source,calendar_id,unit,scale,previous,forecast,actual,previous_value,forecast_value,actual_value,surprise,surprise_basis,surprise_side,raw_surprise_side,market_bias_side,market_bias_label,market_bias_score,market_rule_direction,market_rule_confidence,market_rule_note
2024-04-18 14:00:00,Existing Home Sales,home_sales,growth,US,NAR,15818528 2024-04-18 14:00:00 +0000 UTC Existing Home Sales United States-Existing Homes-Existing Home Sales,Number of,M,4.38M,4.2M,4.22M,4380000.0,4200000.0,4220000.0,20000.0,actual_vs_forecast,positive,positive,market_positive,bullish,0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-04-23 13:45:00,S&P Global Comp Flash PMI,ism_pmi,growth,US,Markit,15821346 2024-04-23 13:45:00 +0000 UTC S&P Global Comp Flash PMI United States-Composite PMI-S&P Global Comp Flash PMI,Index (diffusion),,,,,,,,,unknown,flat,flat,market_neutral,neutral,0.0,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-04-25 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,15835334 2024-04-25 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,212K,215K,208K,212000.0,215000.0,208000.0,-7000.0,actual_vs_forecast,negative,negative,market_positive,bullish,0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-05-01 12:15:00,ADP National Employment*,labor,labor,US,ADP,15766450 2024-05-01 12:15:00 +0000 UTC ADP National Employment* United States-ADP-ADP National Employment*,Person,K,211K,175K,188K,211000.0,175000.0,188000.0,13000.0,actual_vs_forecast,positive,positive,market_negative,bearish,-0.6,higher_is_mixed_bearish,0.6,Stronger payrolls can pressure NQ when the market reads them as higher-for-longer Fed policy.
2024-05-01 14:00:00,ISM Manufacturing PMI,ism_pmi,growth,US,ISM,15678608 2024-05-01 14:00:00 +0000 UTC ISM Manufacturing PMI United States-ISM - man-ISM Manufacturing PMI,Index,,50.3,50,49.2,50.3,50.0,49.2,-0.7999999999999972,actual_vs_forecast,negative,negative,market_negative,bearish,-0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-05-01 14:00:00,JOLTS Job Openings*,labor,labor,US,BLS,15823508 2024-05-01 14:00:00 +0000 UTC JOLTS Job Openings* United States-Job Openings-JOLTS Job Openings*,Person,M,8.813M,8.686M,8.355M,8813000.0,8686000.0,8355000.0,-331000.0,actual_vs_forecast,negative,negative,market_positive,bullish,0.6,higher_is_mixed_bearish,0.6,Stronger payrolls can pressure NQ when the market reads them as higher-for-longer Fed policy.
2024-05-01 18:00:00,Fed Funds Tgt Rate *,fomc_rates,central_bank,US,FOMC,15671044 2024-05-01 18:00:00 +0000 UTC Fed Funds Tgt Rate * United States-Fed policy decision-Fed Funds Tgt Rate *,%,,5.375%,,5.375%,5.375,,5.375,0.0,actual_vs_previous,flat,flat,market_neutral,neutral,-0.0,higher_is_bearish,1.0,Higher rates or hawkish guidance are usually bearish for rate-sensitive equities.
2024-05-02 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,15835338 2024-05-02 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,208K,212K,209K,208000.0,212000.0,209000.0,-3000.0,actual_vs_forecast,negative,negative,market_positive,bullish,0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-05-03 12:30:00,Non-Farm Payrolls*,nonfarm_payrolls,labor,US,BLS,15772932 2024-05-03 12:30:00 +0000 UTC Non-Farm Payrolls* United States-Employment-Non-Farm Payrolls*,Person,K,310K,243K,108K,310000.0,243000.0,108000.0,-135000.0,actual_vs_forecast,negative,negative,market_positive,bullish,0.6,higher_is_mixed_bearish,0.6,Stronger payrolls can pressure NQ when the market reads them as higher-for-longer Fed policy.
2024-05-03 12:30:00,Unemployment Rate*,unemployment_rate,labor,US,BLS,15772932 2024-05-03 12:30:00 +0000 UTC Unemployment Rate* United States-Employment-Unemployment Rate*,%,,3.8%,3.8%,3.9%,3.8,3.8,3.9,0.10000000000000009,actual_vs_forecast,positive,positive,market_negative,bearish,-0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-05-03 13:45:00,S&P Global Comp Final PMI,ism_pmi,growth,US,Markit,15824395 2024-05-03 13:45:00 +0000 UTC S&P Global Comp Final PMI United States-PMI-S&P Global Comp Final PMI,Index (diffusion),,52.1,,51.3,52.1,,51.3,-0.8000000000000043,actual_vs_previous,negative,negative,market_negative,bearish,-0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-05-03 14:00:00,ISM N-Mfg PMI,ism_pmi,growth,US,ISM,15732629 2024-05-03 14:00:00 +0000 UTC ISM N-Mfg PMI United States-ISM - non man-ISM N-Mfg PMI,Index,,51.4,52,49.4,51.4,52.0,49.4,-2.6000000000000014,actual_vs_forecast,negative,negative,market_negative,bearish,-0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-05-09 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,15835335 2024-05-09 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,209K,215K,232K,209000.0,215000.0,232000.0,17000.0,actual_vs_forecast,positive,positive,market_negative,bearish,-0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-05-15 12:30:00,"CPI MM, SA*",cpi,inflation,US,BLS,"15772963 2024-05-15 12:30:00 +0000 UTC CPI MM, SA* United States-CPI-CPI MM, SA*",%,,0.4%,0.4%,0.3%,0.4,0.4,0.3,-0.10000000000000003,actual_vs_forecast,negative,negative,market_positive,bullish,1.0,higher_is_bearish,1.0,Higher inflation is usually bearish for NQ because it can lift yields and reduce rate-cut odds.
2024-05-15 12:30:00,"CPI YY, NSA*",cpi,inflation,US,BLS,"15772963 2024-05-15 12:30:00 +0000 UTC CPI YY, NSA* United States-CPI-CPI YY, NSA*",%,,3.5%,3.4%,3.4%,3.5,3.4,3.4,0.0,actual_vs_forecast,flat,flat,market_neutral,neutral,-0.0,higher_is_bearish,1.0,Higher inflation is usually bearish for NQ because it can lift yields and reduce rate-cut odds.
2024-05-15 12:30:00,"Core CPI MM, SA*",core_cpi,inflation,US,BLS,"15772963 2024-05-15 12:30:00 +0000 UTC Core CPI MM, SA* United States-CPI-Core CPI MM, SA*",%,,0.4%,0.3%,0.3%,0.4,0.3,0.3,0.0,actual_vs_forecast,flat,flat,market_neutral,neutral,-0.0,higher_is_bearish,1.0,Higher inflation is usually bearish for NQ because it can lift yields and reduce rate-cut odds.
2024-05-15 12:30:00,"Core CPI YY, NSA*",core_cpi,inflation,US,BLS,"15772963 2024-05-15 12:30:00 +0000 UTC Core CPI YY, NSA* United States-CPI-Core CPI YY, NSA*",%,,3.8%,3.6%,3.6%,3.8,3.6,3.6,0.0,actual_vs_forecast,flat,flat,market_neutral,neutral,-0.0,higher_is_bearish,1.0,Higher inflation is usually bearish for NQ because it can lift yields and reduce rate-cut odds.
2024-05-15 12:30:00,Retail Sales MM *,retail_sales,growth,US,Dept of Commerce,15773125 2024-05-15 12:30:00 +0000 UTC Retail Sales MM * United States-Retail Sales-Retail Sales MM *,%,,0.5%,0.4%,-0.2%,0.5,0.4,-0.2,-0.6000000000000001,actual_vs_forecast,negative,negative,market_negative,bearish,-0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-05-16 12:30:00,Building Permits: Number *,other,other,US,Dept of Commerce,15773034 2024-05-16 12:30:00 +0000 UTC Building Permits: Number * United States-House Starts-Building Permits: Number *,Number of,M,1.458M,1.485M,1.44M,1458000.0,1485000.0,1440000.0,-45000.0,actual_vs_forecast,negative,negative,market_unknown,mixed,-0.0,unknown,0.0,No reliable one-number market direction rule; treat as a volatility catalyst.
2024-05-16 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,15835336 2024-05-16 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,232K,220K,223K,232000.0,220000.0,223000.0,3000.0,actual_vs_forecast,positive,positive,market_negative,bearish,-0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-05-22 14:00:00,Existing Home Sales,home_sales,growth,US,NAR,15818529 2024-05-22 14:00:00 +0000 UTC Existing Home Sales United States-Existing Homes-Existing Home Sales,Number of,M,4.22M,4.21M,4.14M,4220000.0,4210000.0,4139999.9999999995,-70000.00000000047,actual_vs_forecast,negative,negative,market_negative,bearish,-0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-05-23 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,15835337 2024-05-23 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,223K,220K,216K,223000.0,220000.0,216000.0,-4000.0,actual_vs_forecast,negative,negative,market_positive,bullish,0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-05-23 13:45:00,S&P Global Comp Flash PMI,ism_pmi,growth,US,Markit,15821362 2024-05-23 13:45:00 +0000 UTC S&P Global Comp Flash PMI United States-Composite PMI-S&P Global Comp Flash PMI,Index (diffusion),,,,,,,,,unknown,flat,flat,market_neutral,neutral,0.0,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-05-30 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,15921343 2024-05-30 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,216K,218K,221K,216000.0,218000.0,221000.0,3000.0,actual_vs_forecast,positive,positive,market_negative,bearish,-0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-06-03 14:00:00,ISM Manufacturing PMI,ism_pmi,growth,US,ISM,15678609 2024-06-03 14:00:00 +0000 UTC ISM Manufacturing PMI United States-ISM - man-ISM Manufacturing PMI,Index,,49.2,49.6,48.7,49.2,49.6,48.7,-0.8999999999999986,actual_vs_forecast,negative,negative,market_negative,bearish,-0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-06-04 14:00:00,JOLTS Job Openings*,labor,labor,US,BLS,15823509 2024-06-04 14:00:00 +0000 UTC JOLTS Job Openings* United States-Job Openings-JOLTS Job Openings*,Person,M,8.355M,8.355M,7.919M,8355000.0,8355000.0,7919000.0,-436000.0,actual_vs_forecast,negative,negative,market_positive,bullish,0.6,higher_is_mixed_bearish,0.6,Stronger payrolls can pressure NQ when the market reads them as higher-for-longer Fed policy.
2024-06-05 12:15:00,ADP National Employment*,labor,labor,US,ADP,15766451 2024-06-05 12:15:00 +0000 UTC ADP National Employment* United States-ADP-ADP National Employment*,Person,K,188K,175K,157K,188000.0,175000.0,157000.0,-18000.0,actual_vs_forecast,negative,negative,market_positive,bullish,0.6,higher_is_mixed_bearish,0.6,Stronger payrolls can pressure NQ when the market reads them as higher-for-longer Fed policy.
2024-06-05 13:45:00,S&P Global Comp Final PMI,ism_pmi,growth,US,Markit,15824393 2024-06-05 13:45:00 +0000 UTC S&P Global Comp Final PMI United States-PMI-S&P Global Comp Final PMI,Index (diffusion),,51.3,,54.5,51.3,,54.5,3.200000000000003,actual_vs_previous,positive,positive,market_positive,bullish,0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-06-05 14:00:00,ISM N-Mfg PMI,ism_pmi,growth,US,ISM,15732630 2024-06-05 14:00:00 +0000 UTC ISM N-Mfg PMI United States-ISM - non man-ISM N-Mfg PMI,Index,,49.4,50.8,53.8,49.4,50.8,53.8,3.0,actual_vs_forecast,positive,positive,market_positive,bullish,0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-06-06 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,15921344 2024-06-06 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,221K,220K,229K,221000.0,220000.0,229000.0,9000.0,actual_vs_forecast,positive,positive,market_negative,bearish,-0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-06-07 12:30:00,Non-Farm Payrolls*,nonfarm_payrolls,labor,US,BLS,15772934 2024-06-07 12:30:00 +0000 UTC Non-Farm Payrolls* United States-Employment-Non-Farm Payrolls*,Person,K,108K,185K,216K,108000.0,185000.0,216000.0,31000.0,actual_vs_forecast,positive,positive,market_negative,bearish,-0.6,higher_is_mixed_bearish,0.6,Stronger payrolls can pressure NQ when the market reads them as higher-for-longer Fed policy.
2024-06-07 12:30:00,Unemployment Rate*,unemployment_rate,labor,US,BLS,15772934 2024-06-07 12:30:00 +0000 UTC Unemployment Rate* United States-Employment-Unemployment Rate*,%,,3.9%,3.9%,4%,3.9,3.9,4.0,0.10000000000000009,actual_vs_forecast,positive,positive,market_negative,bearish,-0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-06-12 12:30:00,"CPI MM, SA*",cpi,inflation,US,BLS,"15772964 2024-06-12 12:30:00 +0000 UTC CPI MM, SA* United States-CPI-CPI MM, SA*",%,,0.3%,0.1%,0%,0.3,0.1,0.0,-0.1,actual_vs_forecast,negative,negative,market_positive,bullish,1.0,higher_is_bearish,1.0,Higher inflation is usually bearish for NQ because it can lift yields and reduce rate-cut odds.
2024-06-12 12:30:00,"CPI YY, NSA*",cpi,inflation,US,BLS,"15772964 2024-06-12 12:30:00 +0000 UTC CPI YY, NSA* United States-CPI-CPI YY, NSA*",%,,3.4%,3.4%,3.3%,3.4,3.4,3.3,-0.10000000000000009,actual_vs_forecast,negative,negative,market_positive,bullish,1.0,higher_is_bearish,1.0,Higher inflation is usually bearish for NQ because it can lift yields and reduce rate-cut odds.
2024-06-12 12:30:00,"Core CPI MM, SA*",core_cpi,inflation,US,BLS,"15772964 2024-06-12 12:30:00 +0000 UTC Core CPI MM, SA* United States-CPI-Core CPI MM, SA*",%,,0.3%,0.3%,0.2%,0.3,0.3,0.2,-0.09999999999999998,actual_vs_forecast,negative,negative,market_positive,bullish,1.0,higher_is_bearish,1.0,Higher inflation is usually bearish for NQ because it can lift yields and reduce rate-cut odds.
2024-06-12 12:30:00,"Core CPI YY, NSA*",core_cpi,inflation,US,BLS,"15772964 2024-06-12 12:30:00 +0000 UTC Core CPI YY, NSA* United States-CPI-Core CPI YY, NSA*",%,,3.6%,3.5%,3.4%,3.6,3.5,3.4,-0.10000000000000009,actual_vs_forecast,negative,negative,market_positive,bullish,1.0,higher_is_bearish,1.0,Higher inflation is usually bearish for NQ because it can lift yields and reduce rate-cut odds.
2024-06-12 18:00:00,Fed Funds Tgt Rate *,fomc_rates,central_bank,US,FOMC,15671045 2024-06-12 18:00:00 +0000 UTC Fed Funds Tgt Rate * United States-Fed policy decision-Fed Funds Tgt Rate *,%,,5.375%,,5.375%,5.375,,5.375,0.0,actual_vs_previous,flat,flat,market_neutral,neutral,-0.0,higher_is_bearish,1.0,Higher rates or hawkish guidance are usually bearish for rate-sensitive equities.
2024-06-13 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,15921345 2024-06-13 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,229K,225K,243K,229000.0,225000.0,243000.0,18000.0,actual_vs_forecast,positive,positive,market_negative,bearish,-0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-06-18 12:30:00,Retail Sales MM *,retail_sales,growth,US,Dept of Commerce,15773126 2024-06-18 12:30:00 +0000 UTC Retail Sales MM * United States-Retail Sales-Retail Sales MM *,%,,-0.2%,0.3%,0.2%,-0.2,0.3,0.2,-0.09999999999999998,actual_vs_forecast,negative,negative,market_negative,bearish,-0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-06-20 12:30:00,Building Permits: Number *,other,other,US,Dept of Commerce,15773032 2024-06-20 12:30:00 +0000 UTC Building Permits: Number * United States-House Starts-Building Permits: Number *,Number of,M,1.44M,1.45M,1.386M,1440000.0,1450000.0,1386000.0,-64000.0,actual_vs_forecast,negative,negative,market_unknown,mixed,-0.0,unknown,0.0,No reliable one-number market direction rule; treat as a volatility catalyst.
2024-06-20 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,16013297 2024-06-20 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,243K,235K,239K,243000.0,235000.0,239000.0,4000.0,actual_vs_forecast,positive,positive,market_negative,bearish,-0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-06-21 13:45:00,S&P Global Comp Flash PMI,ism_pmi,growth,US,Markit,15821363 2024-06-21 13:45:00 +0000 UTC S&P Global Comp Flash PMI United States-Composite PMI-S&P Global Comp Flash PMI,Index (diffusion),,,,,,,,,unknown,flat,flat,market_neutral,neutral,0.0,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-06-21 14:00:00,Existing Home Sales,home_sales,growth,US,NAR,15818530 2024-06-21 14:00:00 +0000 UTC Existing Home Sales United States-Existing Homes-Existing Home Sales,Number of,M,4.14M,4.1M,4.11M,4139999.9999999995,4099999.9999999995,4110000.0000000005,10000.000000000931,actual_vs_forecast,positive,positive,market_positive,bullish,0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-06-27 12:30:00,GDP Cons Spending Final*,gdp,growth,US,Dept of Commerce,15506357 2024-06-27 12:30:00 +0000 UTC GDP Cons Spending Final* United States-GDP Final-GDP Cons Spending Final*,%,,3.3%,,1.5%,3.3,,1.5,-1.7999999999999998,actual_vs_previous,negative,negative,market_negative,bearish,-0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-06-27 12:30:00,GDP Final*,gdp,growth,US,Dept of Commerce,15506357 2024-06-27 12:30:00 +0000 UTC GDP Final* United States-GDP Final-GDP Final*,%,,3.4%,1.3%,1.4%,3.4,1.3,1.4,0.09999999999999987,actual_vs_forecast,positive,positive,market_positive,bullish,0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-06-27 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,16042122 2024-06-27 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,239K,236K,234K,239000.0,236000.0,234000.0,-2000.0,actual_vs_forecast,negative,negative,market_positive,bullish,0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-07-01 14:00:00,ISM Manufacturing PMI,ism_pmi,growth,US,ISM,15678612 2024-07-01 14:00:00 +0000 UTC ISM Manufacturing PMI United States-ISM - man-ISM Manufacturing PMI,Index,,48.7,49.1,48.5,48.7,49.1,48.5,-0.6000000000000014,actual_vs_forecast,negative,negative,market_negative,bearish,-0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-07-02 14:00:00,JOLTS Job Openings*,labor,labor,US,BLS,15823510 2024-07-02 14:00:00 +0000 UTC JOLTS Job Openings* United States-Job Openings-JOLTS Job Openings*,Person,M,7.919M,7.91M,8.23M,7919000.0,7910000.0,8230000.0,320000.0,actual_vs_forecast,positive,positive,market_negative,bearish,-0.6,higher_is_mixed_bearish,0.6,Stronger payrolls can pressure NQ when the market reads them as higher-for-longer Fed policy.
2024-07-03 12:15:00,ADP National Employment*,labor,labor,US,ADP,15766452 2024-07-03 12:15:00 +0000 UTC ADP National Employment* United States-ADP-ADP National Employment*,Person,K,157K,160K,155K,157000.0,160000.0,155000.0,-5000.0,actual_vs_forecast,negative,negative,market_positive,bullish,0.6,higher_is_mixed_bearish,0.6,Stronger payrolls can pressure NQ when the market reads them as higher-for-longer Fed policy.
2024-07-03 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,16013300 2024-07-03 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,234K,235K,239K,234000.0,235000.0,239000.0,4000.0,actual_vs_forecast,positive,positive,market_negative,bearish,-0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-07-03 13:45:00,S&P Global Comp Final PMI,ism_pmi,growth,US,Markit,15824394 2024-07-03 13:45:00 +0000 UTC S&P Global Comp Final PMI United States-PMI-S&P Global Comp Final PMI,Index (diffusion),,54.5,,54.8,54.5,,54.8,0.29999999999999716,actual_vs_previous,positive,positive,market_positive,bullish,0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-07-03 14:00:00,ISM N-Mfg PMI,ism_pmi,growth,US,ISM,15732631 2024-07-03 14:00:00 +0000 UTC ISM N-Mfg PMI United States-ISM - non man-ISM N-Mfg PMI,Index,,53.8,52.5,48.8,53.8,52.5,48.8,-3.700000000000003,actual_vs_forecast,negative,negative,market_negative,bearish,-0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-07-05 12:30:00,Non-Farm Payrolls*,nonfarm_payrolls,labor,US,BLS,15772935 2024-07-05 12:30:00 +0000 UTC Non-Farm Payrolls* United States-Employment-Non-Farm Payrolls*,Person,K,216K,190K,118K,216000.0,190000.0,118000.0,-72000.0,actual_vs_forecast,negative,negative,market_positive,bullish,0.6,higher_is_mixed_bearish,0.6,Stronger payrolls can pressure NQ when the market reads them as higher-for-longer Fed policy.
2024-07-05 12:30:00,Unemployment Rate*,unemployment_rate,labor,US,BLS,15772935 2024-07-05 12:30:00 +0000 UTC Unemployment Rate* United States-Employment-Unemployment Rate*,%,,4%,4%,4.1%,4.0,4.0,4.1,0.09999999999999964,actual_vs_forecast,positive,positive,market_negative,bearish,-0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-07-11 12:30:00,"CPI MM, SA*",cpi,inflation,US,BLS,"15772965 2024-07-11 12:30:00 +0000 UTC CPI MM, SA* United States-CPI-CPI MM, SA*",%,,0%,0.1%,-0.1%,0.0,0.1,-0.1,-0.2,actual_vs_forecast,negative,negative,market_positive,bullish,1.0,higher_is_bearish,1.0,Higher inflation is usually bearish for NQ because it can lift yields and reduce rate-cut odds.
2024-07-11 12:30:00,"CPI YY, NSA*",cpi,inflation,US,BLS,"15772965 2024-07-11 12:30:00 +0000 UTC CPI YY, NSA* United States-CPI-CPI YY, NSA*",%,,3.3%,3.1%,3%,3.3,3.1,3.0,-0.10000000000000009,actual_vs_forecast,negative,negative,market_positive,bullish,1.0,higher_is_bearish,1.0,Higher inflation is usually bearish for NQ because it can lift yields and reduce rate-cut odds.
2024-07-11 12:30:00,"Core CPI MM, SA*",core_cpi,inflation,US,BLS,"15772965 2024-07-11 12:30:00 +0000 UTC Core CPI MM, SA* United States-CPI-Core CPI MM, SA*",%,,0.2%,0.2%,0.1%,0.2,0.2,0.1,-0.1,actual_vs_forecast,negative,negative,market_positive,bullish,1.0,higher_is_bearish,1.0,Higher inflation is usually bearish for NQ because it can lift yields and reduce rate-cut odds.
2024-07-11 12:30:00,"Core CPI YY, NSA*",core_cpi,inflation,US,BLS,"15772965 2024-07-11 12:30:00 +0000 UTC Core CPI YY, NSA* United States-CPI-Core CPI YY, NSA*",%,,3.4%,3.4%,3.3%,3.4,3.4,3.3,-0.10000000000000009,actual_vs_forecast,negative,negative,market_positive,bullish,1.0,higher_is_bearish,1.0,Higher inflation is usually bearish for NQ because it can lift yields and reduce rate-cut odds.
2024-07-11 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,16013301 2024-07-11 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,239K,236K,223K,239000.0,236000.0,223000.0,-13000.0,actual_vs_forecast,negative,negative,market_positive,bullish,0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-07-16 12:30:00,Retail Sales MM *,retail_sales,growth,US,Dept of Commerce,15773127 2024-07-16 12:30:00 +0000 UTC Retail Sales MM * United States-Retail Sales-Retail Sales MM *,%,,0.2%,-0.3%,-0.3%,0.2,-0.3,-0.3,0.0,actual_vs_forecast,flat,flat,market_neutral,neutral,0.0,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-07-17 12:30:00,Building Permits: Number *,other,other,US,Dept of Commerce,15773035 2024-07-17 12:30:00 +0000 UTC Building Permits: Number * United States-House Starts-Building Permits: Number *,Number of,M,1.386M,1.395M,1.446M,1386000.0,1395000.0,1446000.0,51000.0,actual_vs_forecast,positive,positive,market_unknown,mixed,0.0,unknown,0.0,No reliable one-number market direction rule; treat as a volatility catalyst.
2024-07-18 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,16013296 2024-07-18 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,223K,230K,245K,223000.0,230000.0,245000.0,15000.0,actual_vs_forecast,positive,positive,market_negative,bearish,-0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
2024-07-23 14:00:00,Existing Home Sales,home_sales,growth,US,NAR,15818531 2024-07-23 14:00:00 +0000 UTC Existing Home Sales United States-Existing Homes-Existing Home Sales,Number of,M,4.11M,4M,3.9M,4110000.0000000005,4000000.0,3900000.0,-100000.0,actual_vs_forecast,negative,negative,market_negative,bearish,-0.7,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-07-24 13:45:00,S&P Global Comp Flash PMI,ism_pmi,growth,US,Markit,15821364 2024-07-24 13:45:00 +0000 UTC S&P Global Comp Flash PMI United States-Composite PMI-S&P Global Comp Flash PMI,Index (diffusion),,,,55,,,55.0,,unknown,flat,flat,market_neutral,neutral,0.0,higher_is_bullish,0.7,Stronger growth data is usually risk-on unless it renews inflation or Fed pressure.
2024-07-25 12:30:00,Initial Jobless Clm*,jobless_claims,labor,US,Dept of Labor,16013299 2024-07-25 12:30:00 +0000 UTC Initial Jobless Clm* United States-Jobless-Initial Jobless Clm*,Person,K,245K,238K,235K,245000.0,238000.0,235000.0,-3000.0,actual_vs_forecast,negative,negative,market_positive,bullish,0.35,higher_is_mixed_bearish,0.35,"Higher unemployment or claims are mixed: dovish for rates, but bearish if growth fear dominates."
